-4.498264203894925650e+00,3.857142999999997102e+00
-4.491749763044810884e+00,3.857143000000000654e+00
-4.483250236955188761e+00,3.857143000000000210e+00
-4.476735796105073995e+00,3.857143000000000210e+00
-4.473264203894926183e+00,3.857142999999997102e+00
-4.466749763044811417e+00,3.857143000000000654e+00
-4.458250236955189294e+00,3.857143000000000210e+00
-4.451735796105074527e+00,3.857143000000000210e+00
-4.448264203894925828e+00,3.857142999999997102e+00
-4.441749763044811061e+00,3.857143000000000654e+00
-4.433250236955188939e+00,3.857143000000000210e+00
-4.426735796105074172e+00,3.857143000000000210e+00
-4.423264203894925473e+00,3.857142999999997102e+00
-4.416749763044810706e+00,3.857143000000000654e+00
-4.408250236955188583e+00,3.857143000000000210e+00
-4.401735796105073817e+00,3.857143000000000210e+00
-4.398264203894926005e+00,3.857142999999997102e+00
-4.391749763044811239e+00,3.857143000000000654e+00
-4.383250236955189116e+00,3.857143000000000210e+00
-4.376735796105074350e+00,3.857143000000000210e+00
-4.373264203894925650e+00,3.857142999999997102e+00
-4.366749763044810884e+00,3.857143000000000654e+00
-4.358250236955188761e+00,3.857143000000000210e+00
-4.351735796105073995e+00,3.857143000000000210e+00
-4.348264203894926183e+00,3.857142999999997102e+00
-4.341749763044811417e+00,3.857143000000000654e+00
-4.333250236955189294e+00,3.857143000000000210e+00
-4.326735796105074527e+00,3.857143000000000210e+00
-4.323264203894925828e+00,3.857142999999997102e+00
-4.316749763044811061e+00,3.857143000000000654e+00
-4.308250236955188939e+00,3.857143000000000210e+00
-4.301735796105074172e+00,3.857143000000000210e+00
-4.298264203894925473e+00,3.857142999999997102e+00
-4.291749763044810706e+00,3.857143000000000654e+00
-4.283250236955188583e+00,3.857143000000000210e+00
-4.276735796105073817e+00,3.857143000000000210e+00
-4.273264203894926005e+00,3.857142999999997102e+00
-4.266749763044811239e+00,3.857143000000000654e+00
-4.258250236955189116e+00,3.857143000000000210e+00
-4.251735796105074350e+00,3.857143000000000210e+00
-4.248264203894925650e+00,3.857142999999997102e+00
-4.241749763044810884e+00,3.857143000000000654e+00
-4.233250236955188761e+00,3.857143000000000210e+00
-4.226735796105073995e+00,3.857143000000000210e+00
-4.223264203894926183e+00,3.857142999999997102e+00
-4.216749763044811417e+00,3.857143000000000654e+00
-4.208250236955189294e+00,3.857143000000000210e+00
-4.201735796105074527e+00,3.857143000000000210e+00
-4.198264203894925828e+00,3.857142999999997102e+00
-4.191749763044811061e+00,3.857143000000000654e+00
-4.183250236955188939e+00,3.857143000000000210e+00
-4.176735796105074172e+00,3.857143000000000210e+00
-4.173264203894925473e+00,3.857142999999997102e+00
-4.166749763044810706e+00,3.857143000000000654e+00
-4.158250236955188583e+00,3.857143000000000210e+00
-4.151735796105073817e+00,3.857143000000000210e+00
-4.148264203894926005e+00,3.857142999999997102e+00
-4.141749763044811239e+00,3.857143000000000654e+00
-4.133250236955189116e+00,3.857143000000000210e+00
-4.126735796105074350e+00,3.857143000000000210e+00
-4.123264203894925650e+00,3.857142999999997102e+00
-4.116749763044810884e+00,3.857143000000000654e+00
-4.108250236955188761e+00,3.857143000000000210e+00
-4.101735796105073995e+00,3.857143000000000210e+00
-4.098264203894926183e+00,3.857142999999997102e+00
-4.091749763044811417e+00,3.857143000000000654e+00
-4.083250236955189294e+00,3.857143000000000210e+00
-4.076735796105074527e+00,3.857143000000000210e+00
-4.073264203894925828e+00,3.857142999999997102e+00
-4.066749763044811061e+00,3.857143000000000654e+00
-4.058250236955188939e+00,3.857143000000000210e+00
-4.051735796105074172e+00,3.857143000000000210e+00
-4.048264203894925473e+00,3.857142999999997102e+00
-4.041749763044810706e+00,3.857143000000000654e+00
-4.033250236955188583e+00,3.857143000000000210e+00
-4.026735796105073817e+00,3.857143000000000210e+00
-4.023264203894926005e+00,3.857142999999989996e+00
-4.016749763044811239e+00,3.857143000000021971e+00
-4.008250236955189116e+00,3.857143000000025523e+00
-4.001735796105074350e+00,3.857143000000000654e+00
-3.998264203894925650e+00,3.857142999999975785e+00
-3.991749763044810440e+00,3.857142999999982891e+00
-3.983250236955189205e+00,3.857143000000029076e+00
-3.976735796105073995e+00,3.857143000000046840e+00
-3.973264203894926183e+00,3.857143000000036182e+00
-3.966749763044810972e+00,3.857143000000014865e+00
-3.958250236955189738e+00,3.857143000000021971e+00
-3.951735796105074527e+00,3.857143000000043287e+00
-3.948264203894925828e+00,3.857143000000050392e+00
-3.941749763044810617e+00,3.857143000000064603e+00
-3.933250236955189383e+00,3.857143000000043287e+00
-3.926735796105074172e+00,3.857143000000014865e+00
-3.923264203894925473e+00,3.857143000000007760e+00
-3.916749763044810262e+00,3.857143000000029076e+00
-3.908250236955189028e+00,3.857143000000014865e+00
-3.901735796105073817e+00,3.857142999999993549e+00
-3.898264203894926005e+00,3.857142999999982891e+00
-3.891749763044810795e+00,3.857143000000014865e+00
-3.883250236955189560e+00,3.857143000000014865e+00
-3.876735796105074350e+00,3.857142999999986444e+00
-3.873264203894925650e+00,3.857142999999958022e+00
-3.866749763044810440e+00,3.857142999999961575e+00
-3.858250236955189205e+00,3.857143000000025523e+00
-3.851735796105073995e+00,3.857143000000036182e+00
-3.848264203894926183e+00,3.857143000000011313e+00
-3.841749763044810972e+00,3.857143000000007760e+00
-3.833250236955189738e+00,3.857143000000043287e+00
-3.826735796105074527e+00,3.857143000000068156e+00
-3.823264203894925828e+00,3.857143000000053945e+00
-3.816749763044810617e+00,3.857143000000061051e+00
-3.808250236955189383e+00,3.857143000000103683e+00
-3.801735796105074172e+00,3.857143000000107236e+00
-3.798264203894925473e+00,3.857143000000085920e+00
-3.791749763044810262e+00,3.857143000000071709e+00
-3.783250236955189028e+00,3.857143000000089472e+00
-3.776735796105073817e+00,3.857143000000121447e+00
-3.773264203894926005e+00,3.857143000000124999e+00
-3.766749763044810795e+00,3.857143000000107236e+00
-3.758250236955189560e+00,3.857143000000121447e+00
-3.751735796105074350e+00,3.857143000000146316e+00
-3.748264203894925650e+00,3.857143000000156974e+00
-3.741749763044810440e+00,3.857143000000124999e+00
-3.733250236955189205e+00,3.857143000000121447e+00
-3.726735796105073995e+00,3.857143000000142763e+00
-3.723264203894926183e+00,3.857143000000146316e+00
-3.716749763044810972e+00,3.857143000000107236e+00
-3.708250236955189738e+00,3.857143000000100130e+00
-3.701735796105074527e+00,3.857143000000128552e+00
-3.698264203894925828e+00,3.857143000000142763e+00
-3.691749763044810617e+00,3.857143000000093025e+00
-3.683250236955189383e+00,3.857143000000075261e+00
-3.676735796105074172e+00,3.857143000000096578e+00
-3.673264203894925473e+00,3.857143000000107236e+00
-3.666749763044810262e+00,3.857143000000121447e+00
-3.658250236955189028e+00,3.857143000000107236e+00
-3.651735796105073817e+00,3.857143000000082367e+00
-3.648264203894926005e+00,3.857143000000075261e+00
-3.641749763044810795e+00,3.857143000000089472e+00
-3.633250236955189560e+00,3.857143000000068156e+00
-3.626735796105074350e+00,3.857143000000046840e+00
-3.623264203894925650e+00,3.857143000000046840e+00
-3.616749763044810440e+00,3.857143000000057498e+00
-3.608250236955189205e+00,3.857143000000029076e+00
-3.601735796105073995e+00,3.857142999999997102e+00
-3.598264203894926183e+00,3.857142999999989996e+00
-3.591749763044810972e+00,3.857142999999989996e+00
-3.583250236955189738e+00,3.857142999999950916e+00
-3.576735796105074527e+00,3.857142999999943811e+00
-3.573264203894925828e+00,3.857142999999954469e+00
-3.566749763044810617e+00,3.857142999999958022e+00
-3.558250236955189383e+00,3.857142999999904731e+00
-3.551735796105074172e+00,3.857142999999901178e+00
-3.548264203894925473e+00,3.857142999999911837e+00
-3.541749763044810262e+00,3.857142999999936706e+00
-3.533250236955189028e+00,3.857142999999922495e+00
-3.526735796105073817e+00,3.857142999999894073e+00
-3.523264203894926005e+00,3.857142999999886968e+00
-3.516749763044810795e+00,3.857142999999904731e+00
-3.508250236955189560e+00,3.857142999999886968e+00
-3.501735796105074350e+00,3.857142999999862099e+00
-3.498264203894925650e+00,3.857142999999851440e+00
-3.491749763044810440e+00,3.857142999999890520e+00
-3.483250236955189205e+00,3.857142999999890520e+00
-3.476735796105073995e+00,3.857142999999869204e+00
-3.473264203894925739e+00,3.857142999999858546e+00
-3.466749763044810528e+00,3.857142999999894073e+00
-3.458250236955189294e+00,3.857142999999897626e+00
-3.451735796105074083e+00,3.857142999999879862e+00
-3.448264203894925828e+00,3.857142999999862099e+00
-3.441749763044810617e+00,3.857142999999890520e+00
-3.433250236955189383e+00,3.857142999999915389e+00
-3.426735796105074172e+00,3.857142999999908284e+00
-3.423264203894925473e+00,3.857142999999890520e+00
-3.416749763044810262e+00,3.857142999999940258e+00
-3.408250236955189028e+00,3.857142999999954469e+00
-3.401735796105073817e+00,3.857142999999936706e+00
-3.398264203894926005e+00,3.857142999999918942e+00
-3.391749763044810795e+00,3.857142999999965127e+00
-3.383250236955189560e+00,3.857142999999982891e+00
-3.376735796105074350e+00,3.857142999999965127e+00
-3.373264203894925650e+00,3.857142999999943811e+00
-3.366749763044810440e+00,3.857142999999943811e+00
-3.358250236955189205e+00,3.857142999999968680e+00
-3.351735796105073995e+00,3.857142999999993549e+00
-3.348264203894925739e+00,3.857142999999989996e+00
-3.341749763044810528e+00,3.857143000000032629e+00
-3.333250236955189294e+00,3.857143000000050392e+00
-3.326735796105074083e+00,3.857143000000032629e+00
-3.323264203894925828e+00,3.857143000000007760e+00
-3.316749763044810617e+00,3.857143000000039734e+00
-3.308250236955189383e+00,3.857143000000057498e+00
-3.301735796105074172e+00,3.857143000000039734e+00
-3.298264203894925473e+00,3.857143000000014865e+00
-3.291749763044810262e+00,3.857143000000064603e+00
-3.283250236955189028e+00,3.857143000000089472e+00
-3.276735796105073817e+00,3.857143000000075261e+00
-3.273264203894926005e+00,3.857143000000053945e+00
-3.266749763044810795e+00,3.857143000000039734e+00
-3.258250236955189560e+00,3.857143000000057498e+00
-3.251735796105074350e+00,3.857143000000085920e+00
